Gene_name,TCGA-38-4625-01A-01R-1206-07,TCGA-44-3396-01A-01R-1206-07,TCGA-38-4627-01A-01R-1206-07,TCGA-38-4626-01A-01R-1206-07,TCGA-44-2665-01A-01R-A278-07,TCGA-44-2661-01A-01R-1107-07,TCGA-44-2657-01A-01R-1107-07,TCGA-44-2668-01A-01R-0946-07,TCGA-44-2668-01A-01R-A278-07,TCGA-44-2662-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-38-4632-01A-01R-1755-07,TCGA-44-2665-01A-01R-0946-07,TCGA-44-2662-01A-01R-A278-07,TCGA-38-4625-01A-01R-1206-07.1,TCGA-38-4632-11A-01R-1755-07,TCGA-38-4627-11A-01R-1758-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-2661-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4626-11A-01R-1758-07,TCGA-44-2655-11A-01R-1758-07
CD164L2,0,151,80,322,109,150,165,73,18,23,568,102,301,17,257,37,48,110,15,42,50,311,357,113,484,278
RPSAP58,0,3217.69,5123.71,3580.26,1280.2,5871.22,610.69,3059.07,946.76,4852.97,4995.46,3571.1,3083.93,2202.36,10282.27,2085.92,4718.11,2470.82,2871.92,1957.35,1943.68,5896.63,1965.18,1081.27,3239.69,2374.21
KNCN,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,2,2,0,2,5
SLC25A1,0,6317,4572,5507,1346,2352,1696,3875,1224,3699,4913,2476,2698,2369,3271,994,3406,4411,2875,2320,3265,4421,3478,2388,4432,3777
ARRDC1,1,4336,1427,5230,575,1762,1597,5260,1376,2471,4523,1137,1505,1353,3222,916,1850,3277,2304,2110,2760,3334,3358,1916,3762,2926
DIAPH2,0,1903.55,1486.75,3371.87,2173.47,976,664,2778.63,1438,1535.1,2428.92,454.82,1222.88,1751.95,2924.8,794,1359,2754,1975,1845.89,2527,2707,3525.94,1263,1765.89,2460
AC108868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC142,1,576.25,177.43,444.44,241,261.76,174,359.14,172.19,370.1,333.16,155,234.77,334,243.51,58.38,96,245.95,169.82,232.27,198.54,194.8,300.57,179.41,228.37,330.49
TGFB3,0,3112,4989,2078.99,1879.78,944,1010,2207,612,1545,1399,406,3470,645.98,852,481,1248,2663,1482,2439,1044.97,386,1575,731,634,2918
MALT1,0,3757.78,1396.93,2928,2390.89,1373,877.95,2998.97,1585.87,1444,1543,493,1046,1649,16435.89,634.98,867,1257.98,1025,904,1852.98,1099.96,2119.96,1192,1846.98,1334
PRKACG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
YEATS4,0,1453,656,959,1026,1408,409,851,344,1007,1602,914,720,905,2120,577,824,615,328,456,445,927,732,426,946,813
C19orf81,0,2,17,3,2,3,1,0,0,0,5,1,5,0,30,2,9,10,1,2,3,7,9,3,4,4
RGL2,0,9228.01,3580.62,6503.69,1488.47,4104.21,3294.93,5401.27,1763.32,6436.04,6282.38,1809.52,2915.13,3457.58,2671.95,1356.2,3079.13,4636.28,4073.68,3133.48,3572.71,3700.15,5357.61,2339.25,4320.6,5647.73
RP13-512J5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH7A1,0,6015.69,5370.56,3872.87,2005.84,1865,1136.9,3376.78,1066.85,4806.53,8226.59,1969.79,3643.44,2588.2,3388.35,1632.74,1771.94,2509,2203.76,2148.81,1738.9,2820,2920.15,1434.75,1818,3524.81
HERC3,0,3252.47,1921.07,2972.02,2759.42,2012.64,1849.72,2868.82,1709.31,2669.7,1832.02,1693.06,2498.22,2565.72,4520.09,1496.69,1670.54,2007.77,2340.39,1657.45,2394.54,3398.41,4225.63,1441.04,2741.59,2836.73
FAM43A,0,453,1278,3191,99,362,557,952,312,749,526,104,265,344,270,352,440,2854,1097,1269,849,795,1262,788,464,3315
B4GALT2,4,7218,6069,4238,1585,2237,1937,3462,1052,3887,5194,2056,3052,2369,5784,608,2158,2488,1690,1660,1747,1329,2026,1119,1242,2521
KLK4,0,25,44,2,11,5,4,73,1,1,3,2,101,0,6,3,20,7,7,15,10,0,16,3,23,7
MS4A12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ARHGEF6,1,3137,2354,3940,1633,2982,1690,1976,775,2039,1355,706,1574,1384,1634,1088,2188,3262,4020,3704,2601,3824,5858,2863,2867,5633
STAU1,0,13721,9197,13742,4241,5375,4458,21188,5988,16191,10349,4975,7702,7660,13031,2457,4382,8160,5773,5854,8118,6534,10163,4458,7362,8952
KIF1B,3,5157.73,2596,7276.11,4617.78,2574.23,1788.19,4569.15,2921.34,4712.47,3775.38,983.04,2412.77,5109.59,2647.62,1121,1329.07,4110.52,3534.48,3457.09,4753.33,2636.58,5089.42,1540.38,2869.94,4388.94
SYPL1,0,14379,8861,11914,5331,5453,4875,10560,2519,11457,15573,5108,5980,5310,13703,3451,6186,7934.82,4845,4760,5700,8128,8537,4971,7311,9073
FNTB,0,3054.94,2577.93,3215.51,651.69,1310.77,784.14,2370.11,610.7,1238,2484.24,560.37,1990.04,525,1570.08,533,1019.1,1534.4,1167.66,1258.59,1242.75,1367.66,1483.18,925.95,1432.67,1819.65
LRRC18,0,7,41,23,7,35,23,5,9,4,25,11,11,22,3,14,16,32,8,36,10,170,197,58,212,200
KIAA1468,0,4176,1016,2260,1483,1239,643,1536,816,1781,2681,344,944,1912,1672,380,638,1198,894,883,1087,1036,1905,833,1198,1554
GRHL1,0,2981,233,1017,298,914,696,1728,768,2302,462,424,277,1823,643,30,74,280,150,246,570,593,364,312,576,856
MRPL11,0,4975,2760,2780,1403,2587,1502,3636,1217,3208,3096,2238,1653,1857,5241,1044,2256,1900,1049,1120,1460,2765,1625,1414,2546,1760
GSC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM228A,0,30.83,318.8,9,6,23,4,863.52,286.64,15,11.7,32,9,19,10.63,31,140.51,14.84,71.94,23,47.94,53.95,88.87,24,16.55,54.64
RANBP17,0,287,144,748,1267,427,162,349,304,167,471,148,296,268,186,91,127,245,254,321,307,153,291,193,210,274
AP3D1,0,19301,6245,21152,5136,4686,4868,27033,7950,20062,9860,3262,11574,9646,26344,2137,3441,10614,7827,6529,11880,6944,11908,6378,7832,9930
ZNF720,2,1619.96,819,1437,1604,939.98,476.79,1132,484,750,1571.97,239,1141,681,1106,263,431.97,672,468,585,467,649,920,483.99,663,1052
MAGEB6,0,5.78,0,0,0,0,0,0,0,3,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0
ENO1,1,198651.99,144206.98,168647.99,54582.84,76268,75231,235184.99,70724.96,155163,174728.02,70289,83229.99,88967.97,192366,33960,45398,53769,40425,35161,91820,49388,55892,38646,63075,43126.89
P4HA2,0,7502,7745,6671,8876,2212,2454,12449,4537,13580,7968,3127,9850,9350,3953,1005,2399,4855,4840,4388,3179,3614,5356,2804,2608,8523.26
PDK4,0,4717,3531,9111,317,754,1118,1442,542,3228,1697,522,271,2682,1858,3317,8630,17778,16798,3474,10468,13257,53932,3212,6094,7197
MYCBP,0,4281.28,1565.27,1970.03,1642.04,2393,1449.67,2082.11,699,1881.95,4255,1344.03,1748.9,1256.08,3575,665,1267,1378,823,942.04,1080,1738.09,1854.68,1078,2383.21,1823
OR4K14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8orf49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF852,0,213.93,49.39,157.57,281.49,107.91,59.53,80.91,71.67,88.07,143.11,16.59,138.62,122.57,63.9,23.47,21.58,97.33,49.24,55.17,69.31,48.33,95.66,69.89,58.29,91.22
UQCRQ,7,11322,6513,6748,6085,8710,1977,4708.97,1635,7046,15001,4804,7335,4736,7875,2787,6378,3887,2198,2255,2876,5351,3098,2405,6094,3391
WDR36,9,3512,2118,3036,5121,1673,1367,3138,2090,3080,2709,655,2196,4076,2872,896,1283,1717,834,1287,1815,1735,2119,1050,1546,2062
WTIP,1,1161,1268,1930,266,574,332,303,108,182,1112,165,428,144,167,206,775,1540,1049,1120,3250,1611,1375,473,1157,1822
TCF4,1,6194,10232,8402,11146,2415,2224,3884,2176,2319,3297,641,6763,2687,1783,2132,5896,7582,4924,6309,3629,4167,11773,3259,2860,11757
KRTAP25-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX3,1,6967,2713,8670,1219,2482,1244,3100,1034,7782,4795,851,1892,4685,5987,1746,2629,4002,4271,3165,4926,3749,4416,2314,4398,4303
ZNF33B,0,1200.35,739.5,2440.23,1726.85,968.93,518.98,914.37,512.33,1000.81,2608.71,260.24,1293.01,779.11,702.42,638.62,615.92,1182.52,999.81,1398.61,726.2,1476.48,1658.06,799.88,1158.5,1898.04
EYA1,0,21,60,100,49.13,53,53,111,26,284,78,8,84.86,120,2,16,15,36,4,23,4,112,260,61,281,174
VSX1,0,2,74,0,63,7,8,3,5,37,2,10,113,31,2,0,1,0,0,2,0,0,1,1,0,4
ACOX1,8,12021.31,3530.75,8485.53,5304.62,4006.98,2661.15,7217.76,4319.99,4740.68,7028.36,2255.45,2791,5550.25,2917.75,1782.26,2638,5504,3812.09,3628.41,5046.88,4047.18,6476.55,3066.3,5478.61,5607.71
CCDC93,1,3093,1153,3771,2324,1471,1231,3404,1784,2367,1763,402,1634,2348,5239,806,657,2205,1359,2001,2311,1468,2668,1358,1567,2735
APOBEC3B,0,905.63,370.79,474.29,45.41,193.1,215.49,2449.27,752.72,619.93,365.18,1723.21,180.82,207.69,4539.09,126.65,144.8,80.99,93.77,47.1,231.35,99.5,181.95,142.93,287.98,103.27
AGTR1,0,84,133,334,90,25,34,136,48,39,144,8,111,14,46,250,580,204,392,384,262,565,738,109,173,676
FAM81B,0,57,448,184,336,387,107,139,30,7,561,35,377,1,9,164,82,113,17,68,47,614,687,133,1308,505
PCDHB8,0,23.32,111.79,64.21,268.88,9.49,31.54,574.94,310.24,35.51,33.78,22.95,139.61,26.67,113.39,5.67,100.23,79.14,77.95,29.52,78.55,26.58,109.65,13.5,21.12,141.47
C14orf37,0,380.46,932.15,251,864,181,102.99,334,110.34,170,211.75,89,668.77,152,61,37,138.29,229,155.55,162.38,104,83,206,35.05,111.58,195
L3MBTL4,0,713,121,748,211,311,363,763,350,91,725,23,153,102,85,257,276,528,494,389,400,518,752,317,434,678
CARD11,0,900.74,1445,891.74,463.83,1237.9,1325.87,4918.43,1899.72,1583,2205.91,1161.89,1004.96,1014.58,554,200,203,284,466,602.9,415,194,902,1876,291,327
SPHK1,0,3437,1891,1443,391,538,271,3677,1061,1444,315,930,1188,913,929,288,1081,291,731,369,1376,331,688,283,690,571
ZNF675,0,971,344,496.4,1071.91,802.62,279,418,240.45,277,1964,190,632,341,664,128,244,220.01,125,287,233,299.59,372,266,450,434
HEATR5B,0,2673,1048,3267,1615,1186,763,1896,1049,2412,2118,525,845,2621,1627,466,732,2958,1761,2051,3074,2006,4737,1384,3201,2811
KCNH6,0,25,3,7,0,5,6,4,0,2,2,8,0,1,3,3,30,5,14,16,42,25,52,13,56,22
ABTB1,0,2801,2081,3425,383,1704,1137,1654,482,1543,2331,704,1368,924,2273,1144,1972,3150,3232,2537,2289,3488,3513,1973,3362,3387
TUSC3,0,14616,2488,2371,2687,909,996,2260,808,2565,1535,1489,2399,1960,2682,716,2677,1744,1121,1050,1232,1858,2322,786,2257,3323
ACKR3,0,2387,2977,1988,1002,591,582,1903,508,2339,1218,470,3430,999,742,203,927,2628,2495,1758,1430,2191,2647,807,1484,2835
ZNF579,0,953,327,664,47,265,206,357,114,185,225,165,181,152,346,130,202,773,313,433,433,409,643,354,378,866
MTAP,0,3208.26,1360.77,2074,718.37,566.6,550,2720.99,1172.54,2846.86,1390.73,610.28,429.78,2460.02,4257.98,469.26,771,1155.32,1037,1116.6,1137,1272.28,1659.26,763,1117,1829.99
TRIP11,0,2140.99,2181,4060,4489,1510,1252,4293,2993,2178,3816,543,2174,3097,2764,718,937,2292,1620,1834,1773,1589,3230,1324,1610,3406
CHMP2A,0,10751,6423,8709,1047,4740,2807,5338,1650,5145,8255,2402,3763,2418,4027,2634,5018,6118,4354,3895,5093,6622,6149,3615,6831,6727
MPZL2,0,7705,13668,20984,13437,19620,6509,22030,7942,9156,19525,14097,12615,6642,4265,3780,4209,10371,3934,4069,8957,6575,8342,3661,7764,7077
SPRED2,1,4799,3446,6344,655,2532,2171,4937,1067,4991,4799,2036,1874,1635,3150,826,1423,4178.94,3001,2780,3776,2860,5805,1777,3431,4130
SLC30A10,0,0,2,0,6,0,1,0,0,70,0,0,3,56,0,0,0,0,0,0,0,0,0,0,2,2
RP11-219A15.1,0,21.46,0,2.73,3.83,0,5.36,0,0,10.66,2.24,0,3.57,0,0,0,0,5.36,9.47,0,0,0,0,0.33,0,2.47
NLGN1,0,67,58,140,78,11,38,19,15,0,73,8,32,1,7,21,40,95,29,80,48,26,45,36,57,105
OR10G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF9B,0,2073.99,2220.98,2451,1161.56,1919,970,1673,547.92,1081.97,2898.98,408,1331.98,781.92,2037,734,1779,1360,1023,1166,950.98,1825,1795.99,868,1388,2207
PIGP,0,796,810,1048,698,1198,545,451,155,932,2835,1615,726,510,955,585,748,833,589,818,550,1142,842,711,1012,1022
BPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOOK1,2,3234,667,2304,2464,483,973,1934,1063,3854,2393,707,1097,4298,1680,385,298,993,581,493,1115,907,1389,537,920,1004
KIAA1522,0,12391,3788,14293,1337,5800,6897,17910,2636,14304,19358,2518,4889,3573,12303,2050,1816,6840,5764,5424,7873,6332,8448,3777,6523,8272
GSTA4,0,1513,977,7424,473,2036,1087,401,134,468,2183,614,493,254,737,1933,1511,2319,1657,1063,1947,4091,2166,1215,3266,1811
PM20D1,0,2,19,2,21,45,17,6,10,5,23,3,5,14,3,10,19,45,21,15,15,33,7,27,0,67
E2F7,0,520,95,101,189,69,66,594,270,290,59,22,181,218,881,7,16,18,10,23,49,10,40,51,49,51
XXYLT1,1,1862,1853,1386,651,700,574,1898,620,1411,1010,308,926,881,1074,265,765,914,643,698,582,654,1156,461,579,1054
XRCC4,0,1605,1166,758,1009,606,217,723,269,868,972,380,996,670,894,298,483,339,242,264,368,607,416,232,617,342
ZNF865,0,2082,569,1360,26,506,641,602,68,476,490,293,388,99,536,281,484,1514,760,862,1068,904,1682,829,798,1698
PLEKHA6,0,2581,1804,1920,1542,1132,895,5153,1923,3936,8184,479,2924,2399,4558,148,484,735,1601,1383,467,1124,1269,602,644,2139
JARID2,3,2367,696,2682,501,549,899,3500,1391,1060,1195,274,615,1065,1167,490,328,1214,1084,1013,1354,700,1773,980,861,1449
SMARCC2,5,8529.14,3009.88,6984.87,2270.26,1979.09,2133.2,8578.68,2571.45,6154.13,5949.82,998.5,3884.94,3019.15,6561.72,1056.38,1956.37,5255.73,4695.9,4859.44,4099.81,4188.73,7238.68,3341.7,3367.85,7853.12
KIF3C,0,3578,1912,1174,245,538,294,4067,1144,3028,328,1655,919,1380,4223,115,341,1039,588,829,452,471,1126,355,372,1070
ABCB1,0,216.69,443.78,170.59,94,125.7,165.67,301.76,156.77,67,253.3,23,82.95,78,92.78,116.96,204.98,375.89,168,355.74,552.91,127.96,1343.81,202.68,118.98,1382.94
VSTM5,0,292,33,11,24,89,15,126,38,10,13,5,38,12,146,8,38,24,25,30,3,8,19,18,1,58
OTUD7A,0,19.41,28.01,52.32,9.81,6.05,16.03,19.54,8.26,10.01,111.16,1.03,17.51,6.62,3,4,27.38,82.23,45.11,39.61,34.72,29.38,83.93,35.04,21.32,59.73
FSCB,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
FOXA3,0,375,49,145,22,176,91,7,4,19,169,96,51,9,777,19,38,59,49,46,134,50,82,95,164,49
LUC7L,0,3779,745,2826,1910,2233,1516,1380,585,2029,2164,447,2404,1590,4314,276,546,1173,860,971,1187,730,1078,867,1382,1292
WRB,0,1441.36,1612.16,2191.26,2229,2002.51,1069.37,1557.16,509.36,2326.82,2530.53,2410.72,1750.03,1724.31,2847.8,922.59,1280.39,1560.45,830.22,1170.49,1109,2164.18,1786.69,982.21,2179.99,2033.97
NME1,0,19986.88,3825.48,6013.32,4152.38,5103.37,2333.56,8508.9,2620.09,8182.52,8823.64,10950.54,4494.43,4753.17,14605.45,1360.75,2316.92,1940.2,583.42,946.76,2157.25,1598.67,1372.87,1421.63,2329.1,1024.81
FBXW2,3,6111,3534,10065,2511,1878,1816,5270,2268,3641,5146,1154,3060,2802,3763,2061,2566,6292,4189,4997,4995,3814,6982,3613,3932,6541
TPK1,0,486,626,872,1009,501,217,392,163,612,525,129,674,518,264,271,524,709,452,450,678,750,793,353,1152,718
ACLY,1,21814,9516,20342,6610,4329,3193,20617,8720,19904,9561,6092,6156,15214,19475,2504,4615,9110,6845,6518,9426,7064,12746,5262,7783,10106
HIST1H3F,0,5,1,0,867,0,0,1,979,0,1,6,1,1093,2,1,0,1,0,0,0,0,0,0,0,0
KLRC1,0,29.48,33.75,91.82,20.13,44.95,77.07,301.01,136.04,46.99,33.1,269.93,19.09,37.48,135.25,102.82,179.02,18.82,80.44,3,118.98,87.74,26.68,56.88,85.98,23.35
TMEM57,1,3073,2161,3819,2312,2617,1739,2310,872,2416,3715,745,2097,1767,1878,870,1152,1950,1569,1652,2222,1647,2237,1296,1784,2615
HS1BP3,0,2807,2943,3957,701,1757,864,2252,774,2505,5302,1582,1094,1752,3584,1041,2277,3110,3087,2000,2925,3867,3330,1938,3855,3057
GTF2A1L,0,53.02,3,0,124.63,0.84,3.87,4.68,5,5.35,18.13,17.19,19.75,32.86,2.08,6,5,2.37,12.55,0,0,16.99,2.97,5.27,1.53,39.8
BX088651.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYM1,0,637,363,715,1648,792,491,540,408,627,982,411,576,1026,1077,220,230,326,183,313,270,420,396,225,353,558
IPO8,1,4565,3441,5566,3004,1818,2549,4756,2066,3949,4381,1288,2611,2892,4224,1350,2148,3628,2590,2730,3051,3551,4914,2039,3284,4564
KRTAP4-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL24,0,2782,2438,3227,2261,1942,1130,2446,785,3124,13629,3797,3562,1815,8502,889,2016,1882,1253,1107,1331,2455,1801,1269,2417,2034
FHOD1,0,5737.88,2614,7280.86,1996.29,1881.85,2070.6,4184.26,1342.98,3910.8,3985.82,1488.89,4694.02,2603.03,3102.85,1044.62,2667.89,3702.97,3955.68,3104.52,3174.72,3075.95,3927.07,2459.32,2663.95,7530.72
ADH4,0,4,10,38,25,4,6,1,1,12,7,0,3,9,5,2,4,3,4,5,3,11,4,3,14,3
ITIH3,0,136,505,139,64,218,104,56,28,9,163,9,110,5,55,58,343,372,275,368,142,367,367,138,117,433
TOR1B,1,2319,2400,3634,1678,1249,907,2224,857,2076,2938,1130,1705,1584,2999,766,1386,1677,1334,1345,2189,2459,1482,984,2409,2006
TUBGCP6,0,3655,898,4326,1355,1900,2434,2149,1052,2204,1799,534,2107,2059,3218,410,543,2582,2029,1623,1897,1424,2950,1423,1806,2356
MAGEB2,0,12,1,2,0,1,1,1,0,15,1,0,0,6,222,0,0,0,2,1,1,1,0,0,0,0
ZNF462,3,1350,434,1835,1780.86,435,439,2501.69,1512,1094.34,907,266,1104,1453.22,831,192,210,1197,1094,1041,513,488,1566,500.03,443,1730
TNFAIP1,0,11128.73,6057.31,9466.66,2375.91,3284,1418.27,6625.82,2161.56,5483.64,7074.72,1609.8,4327.52,2976.8,7147.46,2396.22,4424.61,7903.39,6245.14,5616.11,7721.82,5022.94,10460.54,3634.4,5644.06,8590.11
SLC25A5,0,21120.69,19840.98,33466.8,3599.93,27146.57,10972.63,19046.42,5822.88,16502.06,21513.24,16941.55,11566.3,8000.39,46468.25,11779.75,18091.62,19608.23,12120.69,10669.64,18979.47,21364.51,16759.96,13339.78,24328.33,14193.72
TLR3,0,1154,1133,2240,2558,1010,728,1553,620,1051,2556,95,1731,898,409,514,1163,1409,1240,983,790,1260,2239,684,767,1899
EPHB1,0,555,466,106,373,66,35,254,84,76,571,22,650,57,24,77,39,282,69,131,55,64,121,76,49,162
ARHGAP6,0,362,407,869,141,168,160,182,69,161,453,28,149,140,146,206,711,855,867,771,900,1511,1775,329,1027,2065
PGAM1,0,29570.9,27225.7,27848.28,10907.14,12061.88,8456.67,43922.16,14201.14,20164.54,22074.73,12722.14,15437.47,12942,21887.6,7412.17,14336.68,13691.98,9124.28,9648.05,15126.85,14312.83,15280.5,9687.73,16557.14,14514.43
HHATL,0,7,5,8,37,116,10,0,0,1,3,2,93,0,0,0,0,8,1,1,0,6,16,9,13.69,16
CD40,0,6290,2466,3325,1092,2898,2179,14668,3857,3014,2815,1195,2394,1444,4393,1669,2143,2353,2311,2027,2753,3089,3383,2936,2358,2486
ZNF470,0,407,264,330,449,233,282,493,289,424,342,104,305,478,260,103,157,339,244,309,305,347,399,246,227,530
RP1-32I10.10,0,0,3,3,0,0,0,7,1,1,8,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0
ASB8,9,2296,2294,2672,1071,1311,986,3013,769,1863,2861,542,1843,805,1643,912,1229,1484,992,1376,1306,1831,1904,1252,1688,2075
LRRC14B,0,4,0,0,0,4,6,0,0,1,1,0,0,5,1,0,0,0,0,0,0,2,2,2,1,0
PUM2,0,11578,7234,11840,4039,5763,3304,8053,3901,7619,12063,2670,4388,6535,8309,2673,3725,6992,4829,6052,5661,6641,10034,4884,5012,10197
OGFOD2,0,1208.58,806.63,1391.44,223.09,464.42,605.63,1010.02,296.11,750.49,1995.08,648.13,663.3,539.38,1472.71,308.43,560.74,800.61,519.46,645.13,451.92,910.92,667.03,641.42,872.15,870.99
TSPO2,0,8,3,6,10,1,0,0,2,2,16,43,12,7,14,0,2,1,1,0,0,0,1,2,1,0
AC008948.1,0,281.56,183.11,1163.08,8.25,176.52,67.22,30.71,6.96,207.89,272.03,19.26,10.13,116.15,131.99,277.58,407.21,862.4,476.07,257.93,424.38,1248.16,384.24,707.98,803.85,436.22
PRED62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM98C,1,1328,584,809,318,869,442,662,167,1369,899,900,881,589,941,210,613,659,477,402,411,857,679,458,843,803
MTMR3,0,5372.52,3364,6455.85,1951,3982,2542,4097,1860.94,3406.69,4472.43,1235.29,1579.84,2863,3487.69,1000.64,1681,4156,3100,3669,5101.96,3365,6404,2723,3327,5438.69
SYNPO2,0,962,3622,1820,719,1027,1152,708,320,531,2156,59,838,460,696,329,1838,1828,1236,3270,1239,2241,4412,1107,1087,5832
LGR6,0,51,1771,244,6,295,250,215,59,4,635,6,32,1,18,77,331,75,231,127,180,376,359,103,506,587
C1QL2,0,12,1109,2,8,247,14,1,1,0,3,1,15,0,2,0,2,0,3,0,5,8,1,5,9,0
ZNF433,0,349.38,93.66,324.3,485.86,310.91,121.85,219.37,109.73,151.97,225,57.53,239.59,177.8,279.12,106.66,144.47,183.44,135,178.73,138.44,175.01,205.57,146,191.21,301.1
ADAM12,0,9434,6543,2909,2024,819,211,11800,3313,3937,405,497,4693,1729,402,33,97,740,95,214,274,93,227,259,80,93
C14orf105,0,0,7,6,9,52,0,0,0,0,19,7,3,3,0,0,3,3,0,1,2,12,4,1,0,0
NCR3,0,67,39,27,7,166,117,55,6,18,146,35,27,1,78,49,81,35,52,44,23,79,75,252,75,55
PROK2,0,165,22,117,0,29,0,154,26,25,2,22,4,12,16,80,79,27,104,22,107,66,148,37,86,13
OR7A5,0,1,3,1,0,0,2,1,0,0,1,0,0,0,1,1,0,1,0,2,0,3,0,1,0,3
NDUFAF3,0,4715.85,2748,4876.58,684,2234.76,1219,1846.89,498.64,2775.73,4047.89,2540,1609,1526,5283.7,1479.77,3454.8,4271.52,2899.8,2375.92,3594,5070.67,4281.65,2453.76,4256.21,4544.78
TMED5,1,12486.54,4082,15363.27,4982.79,8868.77,4240,8179.04,2992.39,11345.69,13336.51,8563.94,4286.42,8315.8,12623.73,4210.32,7145,6185.92,4690.92,4870.97,7014.01,10554.47,8420.19,4833.23,13528.21,6749.22
AC026202.1,0,3.63,1.33,4.55,0,0,1.14,0,0,0,2.1,0,0,0,0,1.08,1.19,0,0,0,0,1.16,0,0,0,1.25
SENP2,4,3784,1940,3803,1283,1522,1142,7330,2848,3042,3884,977,1634,2092,3177,815,1011,2218,1825,1715,1938,2152,2820,1358,2244,2833
TSKU,0,8570,6330,2266,597,1297,1194,5701,1262,5759,8363,906,3739,1965,5090,748,1435,779,2586,1074,1749,1397,1849,670,2303,1999
MEGF6,0,2803,2387,5938,679,2421,3927,2247,1101,1610,1211,312,2060,1602,350,618,2112,6838,4618,4559,4538,2485,4906,2470,3073,5064
PDCD6,1,11802.14,6450.52,7012.73,3724.56,5494.34,4658.76,10330.45,3627.6,28410.48,15883.77,5837.96,3798.95,20636.97,6587.91,1863.35,3456.22,3700.35,2281.58,2508.02,3053.71,4447.54,4127.58,2647.65,4905.34,4363.81
SPAG7,0,1802,2575,4269,516,1714,1083,1820,618,1718,5491,854,1369,928,2808,1475,2338,2706,1744,1869,2110,3770,2962,1860,3764,3018
DNAH10OS,0,69.34,23.97,95.25,19.7,18.61,22.04,53.19,21.02,199.89,136.95,33.57,38.72,144.14,37.56,9.12,16.58,113.35,119.65,99.92,71.32,43.73,242.36,68.06,36.14,192.25
RAN,0,26904.85,15132.8,20477.39,12491.36,11101.56,6532.81,29876.83,10381.11,18354.02,31517.37,12364.12,13801.85,12619.23,42659.38,6808.14,12618.42,10893.76,7347.7,7031.4,12614.32,11361.63,11931.45,8137.95,14421.31,10263.9
RPL7L1,16,12124.86,4271.33,12029.36,5250.94,5843.14,4159.85,10022.87,3741.66,10095.27,11497.58,3816.49,6293,7306.13,15043.31,2424.75,2905.47,5817.69,3984.84,4432.72,5648.49,4544.02,7286.2,3928.09,5891.66,7702.84
PITX3,0,6,4,2,1,0,0,17,4,3,0,1,1,5,7,0,0,2,9,0,0,2,20,0,0,3
DNASE1,0,1750.34,321.71,670.13,626.98,373.9,609.8,645.31,276.13,962.14,1026.49,114.18,840.85,762.67,381.35,81.8,94.16,470.69,364.86,460.06,226.87,253.46,538.15,476.21,194.78,610.27
ACSL5,0,18566,4194,18497,2286,6412,4125,10362,3729,8106,20909,4739,2257,5505,5752,2890,2892,6960,4998,4030,5928,4968,7165,4816,6457,6653
UCHL5,1,2835.74,1510.83,2886.47,2781.77,1557.25,1179.66,3979.68,1491.44,3065.66,5728.25,1952.1,2672.22,2255.99,5560.79,844.26,1396,1403.8,970.75,977.89,1463.08,1734.68,1880.41,914.66,1556.75,1846.59
SNX19,0,7034,6832,10123,3302.99,3197,2585,10352.81,4000,8675.99,7688,1073,4171,5782,4194,1587,2503,5229,3761,3568,4982,3338,6985,2892,4394,7134
